"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","91","http://dx.doi.org/10.1145/108844.108864","Dialogue structures for virtual worlds","13 ","4","25","90","artificial, augmented, and virtual realities; human factors; user interface management systems","6","J. Bryan Lewis, Veridical User Environments, IBM T.J. Watson Research Center, P.O. Box 704, Yorktown Heights, NY; Lawrence Koved, Veridical User Environments, IBM T.J. Watson Research Center, P.O. Box 704, Yorktown Heights, NY"
"CHI","91","http://dx.doi.org/10.1145/108844.108865","A cognitive model for the perception and understanding of graphs","13 ","8","78","1,318","design; human factors; screen design","8",""
"CHI","91","http://dx.doi.org/10.1145/108844.108866","Human factors in software development: models, techniques, and outcomes","2 ","11","73","835","design; human factors; software development","7","Jay Lundell, Hewlett Packard, 3404 E. Harmony Road, Fort Collins, CO"
"CHI","91","http://dx.doi.org/10.1145/108844.108867","Triggers and barriers to customizing software","61 ","18","88","980","design; human factors; software development","8",""
"CHI","91","http://dx.doi.org/10.1145/108844.108868","A comparison of input devices in element pointing and dragging tasks","112 ","7","122","9,727","experimentation; human factors; performance","6","I. Scott MacKenzie, Ontario Institute for Studies in Education, University of Toronto, Toronto, Ontario, Canada M4S 1V6 and Seneca College of Applied Arts and Technology, Toronto, Ontario, Canada M2J 2X5; Abigail Sellen, Dynamic Graphics Project, Computer Systems Research Institute, University of Toronto, Toronto, Ontario, Canada M5S 1A4"
"CHI","91","http://dx.doi.org/10.1145/108844.108869","Reaching through analogy: a Design Rationale perspective on roles of analogy","10 ","6","28","349","design; human factors","6",""
"CHI","91","http://dx.doi.org/10.1145/108844.108870","The perspective wall: detail and context smoothly integrated","221 ","31","196","2,569","animation; human factors; interaction styles","4","Jock D. Mackinlay, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA; George G. Robertson, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA"
"CHI","91","http://dx.doi.org/10.1145/108844.108874","The information visualizer, an information workspace","172 ","24","219","2,322","design; human factors; retrieval models","6","Stuart K. Card, Xerox Palo Alto Research Center, Palo Alto, California; George G. Robertson, Xerox Palo Alto Research Center, Palo Alto, California"
"CHI","91","http://dx.doi.org/10.1145/108844.108883","Cone Trees: animated 3D visualizations of hierarchical information","320 ","43","351","4,895","animations; human factors; interaction styles","6","George G. Robertson, Xerox Palo Alto Research Clenter, 3333 Coyote Hill Road, Palo Alto, CA; Jock D. Mackinlay, Xerox Palo Alto Research Clenter, 3333 Coyote Hill Road, Palo Alto, CA"
"CHI","91","http://dx.doi.org/10.1145/108844.108887","DETENTE: practical support for practical action","10 ","3","22","187","computing equipment management; human factors; management; theory and methods","8","David A. Wroblewski, MCC, 3500 West Balcones Center Drive, Austin, TX; Timothy P. McCandless, MCC, 3500 West Balcones Center Drive, Austin, TX"
"CHI","91","http://dx.doi.org/10.1145/108844.108888","Experiences in the use of a media space","101 ","17","103","1,291","data communications; human factors; multimedia information systems","6","Marilyn M. Mantei, Department of Computer Science, University of Toronto, Toronto, Ontario M5S 1A4; Ronald M. Baecker, Department of Computer Science, University of Toronto, Toronto, Ontario M5S 1A4; Abigail J. Sellen, Department of Computer Science, University of Toronto, Toronto, Ontario M5S 1A4; William A. S. Buxton, Department of Computer Science, University of Toronto, Toronto, Ontario M5S 1A4; Thomas Milligan, Department of Computer Science, University of Toronto, Toronto, Ontario M5S 1A4"
"CHI","91","http://dx.doi.org/10.1145/108844.108890","An experimental study of common ground in text-based communication","23 ","9","69","923","experimentation; interaction styles; theory","7","John C. McCarthy, Human Computer Interaction Group, Departments of Psychology and Computer Science, University of York, U.K.; Victoria C. Miles, Human Computer Interaction Group, Departments of Psychology and Computer Science, University of York, U.K."
"CHI","91","http://dx.doi.org/10.1145/108844.108893","Managing a trois: a study of a multi-user drawing tool in distributed design work","37 ","8","49","451","audio input/output; human factors; interaction styles; video","8","Scott L. Minneman, Systems Sciences Laboratory, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA"
"CHI","91","http://dx.doi.org/10.1145/108844.108896","PICTIVE&mdash;an exploration in participatory design","54 ","14","166","2,293","design; human factors; interaction styles; systems analysis and design","7",""
"CHI","91","http://dx.doi.org/10.1145/108844.108898","User interface design in the trenches: some tips on shooting from the hip","9 ","7","34","661","design; human factors; theory and methods","5","Robert M. Mulligan, AT&T Bell Laboratories, Crawfords Corner Road, Holmdel, New Jersey; Mark W. Altom, AT&T Bell Laboratories, Crawfords Corner Road, Holmdel, New Jersey"
"CHI","91","http://dx.doi.org/10.1145/108844.108900","Gesture recognition using recurrent neural networks","22 ","19","150","1,645","artificial, augmented, and virtual realities; experimentation; human factors; linguistics","6","Kouichi Murakami, Human Interface Laboratory, Fujitsu Laboratories LTD. Kawasaki, 1015, Kamikodanaka, Nakahara-ku, Kawasaki, 211, Japan"
"CHI","91","http://dx.doi.org/10.1145/108844.108903","Graphical techniques in a spreadsheet for specifying user interfaces","43 ","7","29","408","design; input devices and strategies; spreadsheets","7",""
"CHI","91","http://dx.doi.org/10.1145/108844.108904","Text formatting by demonstration","11 ","9","32","316","design; format and notation; interaction styles","6",""
"CHI","91","http://dx.doi.org/10.1145/108844.108906","An evaluation of animated demonstrations of learning computer-based tasks","32 ","11","62","728","animations; experimentation; training, help, and documentation","7","Susan Palmiter, Center for Ergonomics, Department of Industrial and Operations Engineering, 1205 Beal Avenue, The University of Michigan, Ann Arbor, MI"
"CHI","91","http://dx.doi.org/10.1145/108844.108913","Virtual reality on five dollars a day","14 ","7","35","465","artificial, augmented, and virtual realities; design; human factors","6",""
"CHI","91","http://dx.doi.org/10.1145/108844.108914","Recognizing handwritten text","6 ","7","39","853","connectionism and neural nets; input devices and strategies; text analysis","5",""
"CHI","91","http://dx.doi.org/10.1145/108844.108916","A view matcher for reusing Smalltalk classes","9 ","4","16","157","human factors; interactive environments; smalltalk","7","Mary Beth Rosson, IBM T.J. Watson Research Center, P.O.Box 704, Yorktown Heights, NY; John M. Carroll, IBM T.J. Watson Research Center, P.O.Box 704, Yorktown Heights, NY"
"CHI","91","http://dx.doi.org/10.1145/108844.108919","Models for evaluating interaction protocols in speech recognition","7 ","3","17","297","evaluation/methodology; human factors; speech recognition and synthesis","7","Alexander I. Rudnicky, School of Computer Science, Carnegie Mellon University, Pittsburgh, PA"
"CHI","91","http://dx.doi.org/10.1145/108844.108923","Question asking as a tool for novice computer skill acquisition","0 ","4","23","293","experimentation; human factors; training, help, and documentation","7",""
"CHI","91","http://dx.doi.org/10.1145/108844.108926","A study of computer-supported user interface evaluation using maximal repeating pattern analysis","11 ","6","51","484","algorithms; human factors; statistical","5",""
"CHI","91","http://dx.doi.org/10.1145/108844.108930","Using direct manipulation to build algorithm animations by demonstration","22 ","5","37","331","algorithms; design","8",""
"CHI","91","http://dx.doi.org/10.1145/108844.108932","VideoWhiteboard: video shadows to support remote collaboration","68 ","11","69","957","design; interaction styles; video","8","John C. Tang, Sun Microsystems, 2550 Garcia Avenue, Mountain View, California and System Sciences Laboratory, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA"
"CHI","91","http://dx.doi.org/10.1145/108844.108934","Graphical toolkit approach to user interaction description","1 ","3","20","198","design; interaction styles","6",""
"CHI","91","http://dx.doi.org/10.1145/108844.108936","The use of guidelines in interface design","17 ","9","50","935","design; human factors; theory and methods","5","Linda Tetzlaff, IBM, T.J. Watson Research Center, P.O. Box 704, Yorktown Heights, NY"
"CHI","91","http://dx.doi.org/10.1145/108844.108937","Assessing the usability of a user interface standard","16 ","17","107","1,708","evaluation/methodology; management; standardization","7",""
"CHI","91","http://dx.doi.org/10.1145/108844.108939","IMPACT: an interactive natural-motion-picture dedicated multimedia authoring system","36 ","4","58","590","design; interaction styles","8","Hirotada Ueda, Central Research Laboratory, Hitachi, Ltd., Kokubunji, Tokyo 185, Japan; Takafumi Miyatake, Central Research Laboratory, Hitachi, Ltd., Kokubunji, Tokyo 185, Japan"
"CHI","91","http://dx.doi.org/10.1145/108844.108941","Localization with non-individualized virtual acoustic display cues","8 ","4","28","505","artificial, augmented, and virtual realities; design; input devices and strategies","9","Elizabeth M. Wenzel, Aerospace Human Factors Research Division, NASA-Ames Research Center, Mail Stop 262-2, Moffett Field, CA; Frederic L. Wightman, Department of Psychology & Waisman Center, University of Wisconsin, Madison, Madison, WI"
"CHI","91","http://dx.doi.org/10.1145/108844.108944","Co-ordinating activity: an analysis of interaction in computer-supported co-operative work","19 ","n/a","n/a","n/a","design; synchronous interaction","7",""
"CHI","91","http://dx.doi.org/10.1145/108844.108946","Should we or shouldn't we use spoken commands in voice interfaces?","0 ","3","29","485","audio input/output; human factors; languages","4","Paul Brennan, Northern Telecom, 522 University Ave., 14th Floor, Toronto, Ontario, Canada M5G 1W7; Gerhard Deffner, Texas Instruments"
"CHI","91","http://dx.doi.org/10.1145/108844.108948","Retrospective on the MCC Human Interface Laboratory","0 ","4","18","178","design; human factors","4","Bill Curtis, Software Engineering Institute, Carnegie-Mellon University, Pittsburgh, PA; Roy Kuntz, Bellcore; Jim Hollan, Apple Computer"
"CHI","91","http://dx.doi.org/10.1145/108844.108950","Modelling user, system design: results of a scenarios matrix exercise","3 ","5","23","254","design; human factors","4","Nick Hammond, Psychology Department, University of York, York YO1 5DD; Phil Barnard, MRC Applied Psychology Unit, Cambridge; Joelle Coutaz, Computer Science Department, University of York"
"CHI","91","http://dx.doi.org/10.1145/108844.108953","Interface and narrative arts: contributions from narrative, drama, and film","2 ","7","30","483","arts, fine and performing; human factors","3","Brenda Laurel, Carnegie Mellon University"
"CHI","91","http://dx.doi.org/10.1145/108844.108959","A day in the life of&hellip;","3 ","n/a","n/a","n/a","arts, fine and performing; human factors","4",""
"CHI","91","http://dx.doi.org/10.1145/108844.108962","Participatory design in Britain and North America: responses to the &ldquo;Scandinavian Challenge&rdquo;","15 ","14","63","1,038","design; human factors; software development","4","Michael J. Muller, Bellcore, 444 Hoes Lane, Piscataway NJ; Jeanette L. Blomberg, Xerox PARC; Kathleen A. Carter, City University of NY"
"CHI","91","http://dx.doi.org/10.1145/108844.108966","Demonstrational interfaces: Coming soon?","7 ","8","22","271","design; input devices and strategies","4","Brad A. Myers, School of Computer Science, Carnegie Mellon University, Pittsburgh, PA; Allen Cypher, Apple Computer, Inc.; David Maulsby, University of Calgary; David C. Smith, Apple Computer, Inc."
"CHI","91","http://dx.doi.org/10.1145/108844.108969","Legal debate on the copyright look and feel lawsuits: the sequel","0 ","n/a","n/a","n/a","copyrights; human factors; user interfaces","2",""
"CHI","91","http://dx.doi.org/10.1145/108844.108974","HCI theory on trial","2 ","10","38","586","design; human factors; theory and methods","3","Alistair Sutcliffe, Department of Business Computing, City University, Northampton Square, London EC1V 0HB, U.K.; John Carroll, IBM T.J. Watson Research Centre, NY; Richard Young, MRC Applied Psychology Unit, Cambridge"
"CHI","91","http://dx.doi.org/10.1145/108844.108976","Ethical issues in the use of video: is it time to establish guidelines?","4 ","3","22","324","ethics; human factors; management; social issues","3",""
"CHI","91","http://dx.doi.org/10.1145/108844.108978","FRIEND21 project: a construction of 21st century human interface","8 ","4","22","259","design; human factors; theory and methods","8",""
"CHI","91","http://dx.doi.org/10.1145/108844.108980","The views user-interface system","0 ","3","17","143","document preparation; interaction styles","2","Lon Barfield, CWI, Kruislaan 413, 1098 SJ Amsterdam, The Netherlands; Eddy Boeve, CWI, Kruislaan 413, 1098 SJ Amsterdam, The Netherlands"
"CHI","91","http://dx.doi.org/10.1145/108844.108981","User-oriented color interface design: direct manipulation of color in context","2 ","5","40","735","design; interaction styles; theory","2",""
"CHI","91","http://dx.doi.org/10.1145/108844.108982","RPP: a system for prototyping user interfaces","0 ","4","16","152","design; windowing systems","2","Jen-Hsien Chien, Computer Science Department, University of Southern California, Los Angeles, CA; Sheng-Tsai Fu, Computer Science Department, University of Southern California, Los Angeles, CA; Christopher Rougff, TRW, Systems Engineering and Development Division, Carson, CA"
"CHI","91","http://dx.doi.org/10.1145/108844.108983","ERGO-Shell: a UNIX-interface for task preparation","0 ","4","23","140","design; user interfaces","2",""
"CHI","91","http://dx.doi.org/10.1145/108844.108984","John Cocke: a retrospective by friends (an interactive multimedia scrapbook)","1 ","3","22","172","design; human factors; trees","2","Nancy Frishberg, T. J. Watson Research Center, P.O. Box 704, Yorktown Heights, New York; Mark R. Laff, T. J. Watson Research Center, P.O. Box 704, Yorktown Heights, New York; Moe R. Desrosiers, T. J. Watson Research Center, P.O. Box 704, Yorktown Heights, New York; W. Randall Koons, T. J. Watson Research Center, P.O. Box 704, Yorktown Heights, New York"
"CHI","91","http://dx.doi.org/10.1145/108844.108985","Object lens: letting end-users create cooperative work applications","2 ","4","23","161","decision support; group and organization interfaces; hypertext navigation and maps","2","Kum-Yeq Lai, Center for Coordination Science, Massachusetts Institute of Technology, Cambridge, MA"
"CHI","91","http://dx.doi.org/10.1145/108844.108986","An automated cognitive walkthrough","10 ","5","52","519","design; human factors","2","John Rieman, Institute of Cognitive Science, University of Colorado, Campus Box 430, Boulder, Colorado; Susan Davies, Institute of Cognitive Science, University of Colorado, Campus Box 430, Boulder, Colorado; D. Charles Hair, Institute of Cognitive Science, University of Colorado, Campus Box 430, Boulder, Colorado; Mary Esemplare, Institute of Cognitive Science, University of Colorado, Campus Box 430, Boulder, Colorado; Peter Polson, Institute of Cognitive Science, University of Colorado, Campus Box 430, Boulder, Colorado"
"CHI","91","http://dx.doi.org/10.1145/108844.108987","Computers as communicators: designing a multimedia interface that facilitates cultural understanding among sixth graders","0 ","4","20","184","design; human factors; training, help, and documentation","2",""
"CHI","91","http://dx.doi.org/10.1145/108844.108988","Demonstrating a view matcher for reusing Smalltalk classes","2 ","4","19","113","human factors; reusable software; user interfaces","2","Mary Beth Rosson, IBM T.J. Watson Research Center, P.O. Box 704, Yorktown Heights, NY; John M. Carroll, IBM T.J. Watson Research Center, P.O. Box 704, Yorktown Heights, NY"
"CHI","91","http://dx.doi.org/10.1145/108844.108989","A graphical reflection notation used in an intelligent discovery world tutoring system","0 ","5","17","153","human factors; user/machine systems","2",""
"CHI","91","http://dx.doi.org/10.1145/108844.108990","Hypermedia and echocardiography: an interface design for guided discovery","0 ","4","18","107","design; medical information systems; training, help, and documentation","2","Marc M. Sebrechts, Department of Psychology, The Catholic Univ. of America, Washington, DC; C. Carl Jaffe, Diagnostic Radiology, Yale Univ. School of Medicine, New Haven, CT"
"CHI","91","http://dx.doi.org/10.1145/108844.108991","Supporting personal networking through computer networking","2 ","3","17","149","bulletin boards; electronic mail; hypercard","2","Mildred L. G. Shaw, Knowledge Science Institute, University of Calgary, Calgary, Alberta, Canada T2N 1N4"
"CHI","91","http://dx.doi.org/10.1145/108844.108992","MOLEHILL: an instructional system for Smalltalk programming","0 ","4","18","109","computer-assisted instruction; languages; user interfaces","2",""
"CHI","91","http://dx.doi.org/10.1145/108844.108993","We-met (window environment-meeting enhancement tools)","3 ","3","14","164","computer conferencing, teleconferencing, and videoconferencing; input devices and strategies; windowing systems","2","Catherine G. Wolf, IBM T. J. Watson Research Center, P. O. Box 704, Yorktown Heights, NY; James R. Rhyne, IBM T. J. Watson Research Center, P. O. Box 704, Yorktown Heights, NY; Lorna A. Zorman, Computer Science Dept., University of Southern California, Los Angeles, CA"
"CHI","91","http://dx.doi.org/10.1145/108844.108994","Documents as user interfaces","1 ","5","37","231","document and text editing; human factors","2","Eric A. Bier, Xerox Palo Alto Research Center, 3333 Coyote Hill Rd., Palo Alto, CA"
"CHI","91","http://dx.doi.org/10.1145/108844.108995","Video presentation Eager: programming repetitive tasks by example","0 ","4","18","174","design; hypercard; video","2",""
"CHI","91","http://dx.doi.org/10.1145/108844.108996","Guides 3.0","9 ","7","23","238","human factors; training, help, and documentation","2",""
"CHI","91","http://dx.doi.org/10.1145/108844.108997","COMET: generating coordinated multimedia explanations","2 ","4","27","188","design; industrial automation; multimedia information systems","2","Steven K. Feiner, Department of Computer Science, Columbia University, New York, New York"
"CHI","91","http://dx.doi.org/10.1145/108844.108998","Editable graphical histories: the video","0 ","3","23","200","design; interaction styles","2","David Kurlander, Department of Computer Science, Columbia University, New York, NY"
"CHI","91","http://dx.doi.org/10.1145/108844.108999","Spoken language interfaces: the OM system","2 ","3","19","145","human factors; natural language interfaces; user interfaces","2","Jean-Michel Lunati, School of Computer Science, Carnegie Mellon University, Pittsburgh, Pennsylvania"
"CHI","91","http://dx.doi.org/10.1145/108844.109000","Rapid controlled movement through virtual 3D workspaces (videotape)","0 ","7","28","188","animations; human factors","2","Jock D. Mackinlay, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA; George G. Robertson, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA"
"CHI","91","http://dx.doi.org/10.1145/108844.109001","JANUS: basic concepts and sample dialog","0 ","3","22","189","computer-aided design; human factors","2",""
"CHI","91","http://dx.doi.org/10.1145/108844.109002","Scheduling on-off home control devices","2 ","3","27","328","consumer products; human factors; interaction styles","2","Catherine Plaisant, Human-Computer Interaction Laboratory, Center for Automation Research, University of Maryland, College Park, MD"
"CHI","91","http://dx.doi.org/10.1145/108844.109003","Information visualization using 3D interactive animation","6 ","11","45","574","animations; human factors; trees","2","George G. Robertson, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA; Jock D. Mackinlay, Xerox Palo Alto Research Center, 3333 Coyote Hill Road, Palo Alto, CA"
"CHI","91","http://dx.doi.org/10.1145/108844.109004","The cue ball as part of a gestural interface","0 ","5","22","130","games; input devices and strategies","2",""
"CHI","91","http://dx.doi.org/10.1145/108844.109005","The Lapidary graphical interface design tool","1 ","8","26","151","design; interaction styles","2","Brad Vander Zanden, Computer Science Department, University of Tennessee, Knoxville, TN"
"CHI","91","http://dx.doi.org/10.1145/108844.109006","The University of Toronto dynamic graphics project","0 ","4","19","347","human factors; user/machine systems","2","Ronald Baecker, Dynamic Graphics Project, Computer Systems Research Institute and Department of Computer Science, University of Toronto; Marilyn Mantei, Dynamic Graphics Project, Computer Systems Research Institute and Department of Computer Science, University of Toronto; William Buxton, Dynamic Graphics Project, Computer Systems Research Institute and Department of Computer Science, University of Toronto"
"CHI","91","http://dx.doi.org/10.1145/108844.109007","Computer dialogue laboratory SRI International","0 ","4","17","105","human factors; languages","2",""
"CHI","91","http://dx.doi.org/10.1145/108844.109008","Human interface at SUN (East)","0 ","4","15","111","design; sun","2",""
"CHI","91","http://dx.doi.org/10.1145/108844.109009","Apple computer's human interface group: advanced technology group","0 ","5","26","345","design; human factors","2",""
"CHI","91","http://dx.doi.org/10.1145/108844.109010","Human computer interaction laboratory Queen Mary and Westfield College University of London","0 ","3","17","159","design; human factors","2",""
"CHI","91","http://dx.doi.org/10.1145/108844.109011","The system work group computer science department Aarhus University","1 ","3","19","139","design; human factors","2",""
"CHI","91","http://dx.doi.org/10.1145/108844.109012","Research in HCI and usability at IBM's User Interface Institute","0 ","5","26","246","design; human factors; input devices and strategies","2",""
"CHI","91","http://dx.doi.org/10.1145/108844.109013","Human computer interaction division Logica Cambridge LTD., UK","0 ","3","17","173","human factors; user/machine systems","2",""
"CHI","91","http://dx.doi.org/10.1145/108844.109014","HCI research at the Institute of Systems Science","0 ","3","16","138","human factors; multimedia information systems; user/machine systems","2","John A. Waterworth, Institute of Systems Science, National University of Singapore, Kent Ridge, Singapore 0511"
